type,date,body,comments,link
🔴 #Deportes ⚽,13 de junio a las 14:56," PERÚ VS AUSTRALIA: CHALACO YOSHIMAR YOTÚN ES BAJA PREVIO AL REPECHAJE‼️ El seleccionado chalaco Yoshimar Yotún, no podrá jugar el partido de repechaje entre Perú vs Australia debido a que no se ha recuperado al 100% de su molestia. Asimismo se supo que será reemplazado por Christofer Gonzáles. #Callao #Bellavista #LaPerla #LaPunta #CarmenDeLaLegua #Ventanilla #MiPerú"," · PúblicoDavid RojasCómo se sintió tu ausencia, un gran vacío en el medio con canchita sin ideas sin agrupaciones son mostrarse para tocar .14 de jun. a las 13:04Joseph Wilmer GuerreroVamos Perú, hoy se gana por todos13 de jun. a las 15:20German Eduardo Navarro RubinaQue pena que no juegue yotun pero ahí está canchita González que tiene el respaldo del grupo y lo más importante del técnico 👏👍2 · 13 de jun. a las 15:43Ederson Osmar Estela GarciaMejor  , ya paso su momento3 · 13 de jun. a las 15:019 respuestasJose OsorioSe sintió la ausencia de Josimar Yotun ..!!! Canchita, Peña y Cabezón sin ideas ... Lastima lo de Perú hoy ...13 de jun. a las 21:47Vanessa LGSilvia Cr  se parece a ti.. esta hasta las huev@s, y aun así, quiere jugar 🤦🏼‍♀️😄13 de jun. a las 16:471 respuestaFelimón GonzTodo aquel que esté en la selección está preparado para saltar a la cancha..! VAMOS PERU CARAJO..!Editado · 3 · 13 de jun. a las 15:011 respuestaYu BozaCómo q mi novio no va a jugar en el repechaje 🥺13 de jun. a las 15:48Marina PonceLlevo vejetes, lesionados, sentados en la banca varios meses.  Ojala lo logremos en los penales. Y renovación, hay jóvenes en buen estado físico.13 de jun. a las 20:38Julio MiguelQue se recupere y que vuelva a su nivel de antes, hay sustituto para su puesto13 de jun. a las 15:40 Ver más comentarios…",https://mobile.facebook.com/prensachalaca/posts/1956672484523632?comment_id=3387036214875048&__cft__[0]=AZUp392d3FgyiyDUXohEbHwaLLr7EvoVF0kxU7NbteRvs0ObsB2Sp2ypzekSU7PytcEjlg0wCeN6hOnXxeO-MPxjRbaxUa4kBPBUASIWF4vxZaIehGNmFFlEfsRzWr4zjodlvWwm1GOtYI8FDfjd52jv4UiIrGw12tIqhLcEWVefVYZTKTjDElgfJSFA8SAQ5A4&__tn__=R]-R
,13 de junio a las 14:20,"🔴 🇵🇪 PERÚ VS AUSTRALIA 🇦🇺: ENVÍA TUS FOTOS PREVIO AL REPECHAJE‼️ A pocas horas de que nuestra querida Blanquirroja se juegue el partido más importante donde definirá su pase al Mundial Qatar 2022 contra Australia, queremos conocer como los chalacos están esperando el repechaje. ⚽ #Callao #Bellavista #LaPerla #LaPunta #CarmenDeLaLegua #Ventanilla #MiPerú", · PúblicoAstrid CarolinaAmigos tengo miedo jajaja13 de jun. a las 15:48Mejia KarinHoy ganamos 🇵🇪🇵🇪🇵🇪1 · 13 de jun. a las 14:58 Dulce Brissa Guadalupe Mi Pequeña lista para alentar a todo pulmón VAMOS PERUUUUUÚ!!🥰1 · 13 de jun. a las 15:49Christian PeñarandaEspero que la consecionaria no corte la energía en Bagua Grande...me kgan13 de jun. a las 14:23Jhamila MaEyhalVAMOS PERU CARAJOOOO 🇵🇪🎊🥹2 · 13 de jun. a las 15:53Gicela de la HazaVamos vamos peru 🇵🇪 🇵🇪2 · 13 de jun. a las 17:08Camucha VRVamos Peru!!!🇵🇪❤🇵🇪Editado · 13 de jun. a las 19:34Marcel Moreano HurtadoYa estamos en ante sala...1 · 13 de jun. a las 14:501 respuestaManuela Huacacolque PeralesAlentando nuestro país ¡Arriba Perú! 🇵🇪🇵🇪🇵🇪13 de jun. a las 18:08Marco CallaoHoy somos 3 a cero🇵🇪🇵🇪🇵🇪🍻2 · 13 de jun. a las 14:23 Ver más comentarios…,https://mobile.facebook.com/prensachalaca/posts/1956645904526290?comment_id=720654832609022&__cft__[0]=AZUm9hnWjFLeMtyvKCQDDbzCqsQ3o7BIERHDxz35X7K_iPOm8Z4p-rrxUGaLc-uZZFSOYblU68mp6CN9vkWS9mhitug0ziWMr_ITzr0r7d1f4jTJAI2DudmJg3n7_onU_5AOjWNbzWfy4AFZIb1YC7tCSVqkIAYqvclMs6In1XBfqHXiVHFoxWWhqcYnucSx_ic&__tn__=R]-R
,13 de junio a las 13:33,"🇵🇪¡VAMOS PERÚ!♥️🇵🇪🤍♥️💪 -Hinchas peruanos, incluido chalacos, arman la fiesta en Qatar, realizan emotivos banderazos y tienen fe en que Perú le gane hoy a Australia para clasificar hoy (1.00 p.m.) a un nuevo Mundial - Colectivo “Callao Blanquirrojo” llenará “bus comunero” para alentar a la “Bicolor” que se juega la vida en repechaje. 📲 Leé la versión digital GRATIS del diario de todos los chalacos 👉https://bit.ly/3zBED0A #Callao #Bellavista #Ventanilla #CarmenDeLaLegua #MiPerú #LaPunta #LaPerla", · PúblicoJessica Marilú Avalos MalasquezReproducir video13 de jun. a las 13:51Mily ZamoraSi bsmos ganar 1a0 yo lo digo13 de jun. a las 16:341 respuesta,https://mobile.facebook.com/prensachalaca/posts/1956615151196032?comment_id=739383753857332&__cft__[0]=AZX1hEUVxiYiuT9jsYnl2FACfGh37MdN-MG_gIHv3K2DZOiR6f3Aepq_Qz-p0VW_1WfMEx2VmVLWLkKgpCQM4AjkqA9ohy34lE27qqjpChdzgVRC4jcoM0GOdo-Xu5jeL61BBB8I0iFcAKw6CWvH_BNCUc2SfxpZ0YCZexb15moKqwC5Ku3kV0NlJ5N8xPs4zMs&__tn__=R]-R
,13 de junio a las 11:03,"🙏🏼 Padre, en este nuevo inicio de semana que tú amor me proteja a mí y a mi familia. 🙏🏼 #Callao #Bellavista #LaPerla #LaPunta #CarmenDeLaLegua #Ventanilla #MiPerú", · PúblicoRocio MujicaAmen13 de jun. a las 11:30Teresa Benites ArispeAmén 🙏padre amado13 de jun. a las 16:17Blanca Isabel Luna YatacoAmén señor Jesús gracias por otro inicio de semana con tu bendición 🙏🙏13 de jun. a las 14:26Gladis DBGloria a Dios Amen 🙏 🙏🙏13 de jun. a las 13:19Rubella Portocarrero TarazonaTe lo pedimos Señor Amen13 de jun. a las 11:44Roxana Maribel MezaAmen  señor13 de jun. a las 12:13Maria Tarazona CantaroAmen amen mi señor13 de jun. a las 12:47Carlos Nicolas Capcha VenancioAmén mi señor Todopoderoso13 de jun. a las 13:11Melina Luna GutierrezSeñor proteje a toda mi familia . Amén y Amén 🙏🙏🙏13 de jun. a las 11:08Luis GomezAmen mi Señor13 de jun. a las 11:08 Ver más comentarios…,https://mobile.facebook.com/prensachalaca/posts/1956529277871286?comment_id=582692296536196&__cft__[0]=AZVbxm5lkviUvnGB4eB_wHi52gFmaY8zDUwiDyojAz0N87ZWN0W46YSq0CaHVz2tzd-vFDjPdIDbesDKp03XufY0VRg_Icpxg6x-XTsSaKSp4vwfKcvbUg7Z52NQd297ZKBkLE4C_pDZEFO3Duna42seOGd3LM5bFk-xq2rqEP_qkpJuUKT2uDp52NAOzWDCMG8&__tn__=R]-R
🗓️ 12 de junio,12 de junio a las 21:16," DÍA DEL PERRO PERUANO SIN PELO‼️🐶🇵🇪 Hoy se celebra el Día del Perro Peruano sin Pelo en nuestro país, fecha que se celebra desde 1985.  El perro sin pelo del Perú, perro calato o perro viringo es una raza originaria del Perú, empleada usualmente como animal de compañía. #Callao #Bellavista #LaPerla #LaPunta #CarmenDeLaLegua #Ventanilla #MiPerú"," · PúblicoSachi PCFeliz día a mi Tupac 😍❤️7 · 12 de jun. a las 22:261 respuestaJulito Tasaico DiazY cuando el el día del perro de 2 patas!13 de jun. a las 23:26Angel Javier Tipismana RossiFeliz día camilita6 · 12 de jun. a las 22:57Fabiola Esther Lanatta FerromequeFeliz día mi tuko��1 · 13 de jun. a las 03:38Reynaldo Palomino ContreraTU HERMANA TERESA CRIA ESOS PERROS EN SU CHACLASCAN1 · 13 de jun. a las 07:152 respuestasAn Ge LaFeliz día al perro de mi ex, ya se está quedando pelon 🤣🤣🤣12 de jun. a las 21:59Vanessa Gonzales de GoveaFeliz día mi querida Yanay ..ayer la pasaste muy bien13 de jun. a las 13:09Ivan MontoyaComo buen peruano.... pelao jajajaja13 de jun. a las 03:16Jimmy QuintanaEntonces que también sea día del calvo.. Sean justos!13 de jun. a la 01:36Karen Cielo1 · 13 de jun. a las 11:58 Ver más comentarios…",https://mobile.facebook.com/prensachalaca/posts/1956127154578165?comment_id=795611121602644&__cft__[0]=AZUtaayFA90nSu6H6zF_dPQPQkCMFuUjllpEos7BN2htnuDuoy9-SiuhswIc2-2Kw0a2TW4Lsz387HjKRlWJBqLHsW4LXRhYFIHqJXs28LqkVksqQ6u4Nh975JyLaRCMQR6ZgE3RsO1ovkSxpQ5YWg5XwG5O17Z5EwNgBvdNdqsZ0XWsKB4c0gKOi_NfzAJ87iY&__tn__=R]-R
,12 de junio a las 12:25,"🙏🏼 Dios Mío, a ti te dejo toda mis cargas y preocupaciones. 🙏🏼 #Callao #Bellavista #LaPerla #LaPunta #CarmenDeLaLegua #Ventanilla #MiPerú", · PúblicoMaria Lorena LmcAMEN12 de jun. a las 12:28Monica SaenzAmen12 de jun. a las 12:35Franco EricaAmén y Amén 🙏12 de jun. a las 13:09Fabiola Nathy SebastiánAmén 🙌12 de jun. a las 17:13Violeta UekiAmén.❤️❤️🌹🌹🙏🙏14 de jun. a las 14:24Magali R. WieseAMÉN gloria a Dios12 de jun. a las 15:05Yessenia PalominoAmén 🙌12 de jun. a las 16:49Yuli NegreteAmén 😇🙏12 de jun. a las 15:57Carlos AlvaAmén 🙏🏽13 de jun. a las 09:52Marita TrellesAmén!!!12 de jun. a las 13:14 Ver más comentarios…,https://mobile.facebook.com/prensachalaca/posts/1955789447945269?comment_id=741946353672210&__cft__[0]=AZV5LPJ-XwBWVMsew_XD4k_5EpPx27d0gFyqR6rHWBVSJ-rybygW7LSsvSXRc66nn8Fj1gscDwtERDM-6ok5pSJ-5pcqDS4JfaAvNGDD-ZNQQzR1t51kZ5Zg5MBw1zDFNKw6TPtbA4oPVDnFpAxOt0aUSprr74iAFOxFcKvhCDPvnK5A1G0hhIh5LEAat7xeuGk&__tn__=R]-R
,12 de junio a las 05:03,"🔴 POLICÍAS DE BELLAVISTA AYUDARON A HOMBRE QUE LLEVABA 3 DIAS EN LA CALLE‼️ Los efectivos policiales de la Comisaría de Bellavista, prestaron auxilioa hombre identificado como Víctor, quién se encontraba en mal estado de salud en la calle. Esto tras retirarse los efectivos de serenazgo de la Municipalidad de Bellavista así como los Bomberos de  La Punta, quienes no pudieron ayudar al hombre indicando que era necesario la presencia de un familiar.  #Bellavista"," · PúblicoMilagros SanchezDios quiera que reciba la ayuda necesaria. Y si sus familiares no lo quieren recibir que lo trasladen a un lugar donde pueda estar a buen resguardo donde no pase frío ni hambre. Dios tenga Misericordia de este hombre.8 · 12 de jun. a las 05:10Marcos SalazarComo el hay mucha gente abandonada a su suerte; por adicción a las drogas, alcohol y problemas mentales! Incluso por la Avda Sáenz Peña, del Callao, había una Sra que caminaba completamente desnuda, provocando la burla de los transeúntes!Editado · 13 de jun. a las 16:49Sara Ñique EspinozaUbiece sido mejor un video porque la policía se largó asi es se largó el serenazgo se largo y una vergüenza para los bomberos los bomberos de la punta pésimo se largaron nada de solidaridad Bomberos Voluntarios del Perú Municipalidad Provincial del Callao2 · 12 de jun. a las 15:52Danyela HurtadoEl señor siempre se va de su casa su hermana y su esposo lo salen a buscar,es discapacitado mental,el señor sale bien limpio de su casa y luego llega todo sucio se ocupa en el pantalón y así el esposo de la señora lo cambia y lo atiende,soy testigo porq vivo muy cerca y he visitado su casa en varias oportunidades,antes de que salga ese hombre diciendo tantas mentiras por un rato de cámaras infórmense.7 · 12 de jun. a las 05:133 respuestasRomína FloresGracias reina por ayudar a este hombre, esto no es parte de tu trabajo pero tú calidad pudo más. Por más personas así en este mundo 🙌🏾1 · 12 de jun. a las 05:53Jose Luis RamirezQue lo metan a algún asilo y asunto arreglado1 · 12 de jun. a las 07:45Thorne EvelynConozco un caso igual el señor está en silla de ruedas duerme en la calle por el colegio Euro children colegio amarillo se llama Víctor Sánchez no tiene familia.12 de jun. a las 13:29Rodrigo Sanchez ParraOjalá que alguna parroquia o la catedral  lo acoja.  Porque la iglesia recibe un dinero del estado .12 de jun. a las 05:47Daleska Rojas VasquezInformación por favor.... Como sigue el señor 🥺 🥺1 · 12 de jun. a las 05:09Zehra TorresEl es Victor él tiene problemas mentales el estuvo internado hace muchos años en el marco Herrera no lo abandones. Por favor 🙏🙏12 de jun. a las 09:11 Ver más comentarios…",https://mobile.facebook.com/prensachalaca/posts/1955562937967920?comment_id=1040578083498567&__cft__[0]=AZWXwGq50ATz_PKJgfDmVOaWonXZe9Ir6-_BYoMWRRlyGZPH3ntUK10E2XRo7bnvcCutSFZcxasBPiax1F7DTImshPkWNiB4Mo3cfdGFszbUsLINR-nlIVaq1tXfoBjbc67RODS6CrUoCizEhvCSQSK3Gnb7zL4cJ2L1rDJXeLHOMnvX87V60LoubRr1IaWWnEY&__tn__=R]-R
,12 de junio a las 04:45,"🔴 PERUANOS LLEGAN A QATAR AL RITMO DE ""EL CERVECERO""‼️🇵🇪 Un grupo de chalacos forman parte de la delegación de peruanos que viajaron a Qatar para alentar a la ""Blanquirroja"" que disputará este lunes su pase al Mundial durante el repechaje contra Australia. 🇵🇪 #Chalacos #Peruanos #Qatar #Mundial #RepechajeReproducir video"," · PúblicoSteffy NenaVamos con todo compatriota12 de jun. a las 19:55Jisela Carmen Aguilar PioBien chicos alentar de corazón nuestra bandera ganaremos si o si se le agradece su apoyo de aliento al selección arriba peruuu carajo1 · 12 de jun. a las 08:34Katy RutyYa estaran regresando!!14 de jun. a la 01:18Monica Saenzmedia1.tenor.comedia1.tenor.co12 de jun. a las 21:56Walter E. Oliva RiveroYa sabemos que paso despuéshace 10 horasIsaac Guillermo Torres AragonTotal como dicen que no hay plata,?????????????1 · 12 de jun. a las 13:311 respuestaDaniel Oswaldo Mancilla ArenasEl 3er himno 🤣😂🤣12 de jun. a las 05:24Milagros GonzálezSin cubrebocas y aquí como cojudos con cubrebocas en los micros!1 · 13 de jun. a las 04:561 respuestaEduardo Sba PqmazBien mano vamos boys siempre con la seleccion vamos peru carajo si se puede1 · 12 de jun. a las 05:38",https://mobile.facebook.com/prensachalaca/posts/1955553791302168?comment_id=1398491363947695&__cft__[0]=AZUYeKai9u-Ho6oogqGdpV0dVQkPKMVVO4mx0NZvGP3vXp4Pcehe1Z42oUzIkOqWOQPFikOKw5WgtKnfWdww-_lE7Kpka38RV0xUJnQdtohW0h9DGTBIpJOBDVHZaJrWgAUvLFQsJ03tyATJGsq_BPKdQ9TNvVUZtoVq7b80CNONsGT0xsNh2N9MWU90gMICjWo&__tn__=R]-R
🔴 #Entretenimiento ✨,11 de junio a las 23:30," ""YO SOY BETTY, LA FEA"" ABANDONA NETFLIX “Betty, la fea”, una de las telenovelas más vistas en el mercado latino, incrementó su popularidad gracias a su ingreso a Netflix, plataforma en la que se ha consolidado como una de las historias con mejor recepción por parte del público en diversos países. Pese a esto, desde hace unos días en redes sociales fanáticos reportaron que aparecía un anuncio sobre la última fecha que tenían para disfrutar de “Betty, la fea” en Netflix será hasta el 10 de julio del 2022. ""El día que saquen a ‘Betty, la fea’ es el día que se acaba definitivamente mi suscripción de Netflix"", ""¡Cómo van a dejar ir a una de sus telenovelas más importantes!"" y ""Unámonos para pedir que Betty se quede en Netflix"", son algunos de los comentarios que se leen en internet, donde cibernautas comparten su pena por la partida de los más de 300 capítulos que forman parte de la historia creada por Fernando Gaitán en 1999. 📲 Suscríbete a nuestra comunidad informativa gratis ‼️ Prensa Chalaca ➡️ https://bit.ly/31cZloB y ten acceso 👀 a contenido exclusivo y grandes beneficios. #Callao #Bellavista #LaPerla #LaPunta #CarmenDeLaLegua #Ventanilla #MiPerú"," · PúblicoRosi ReformeMi novela antiestres, incansable de mirar una y otra vez.21 · 11 de jun.Evelyn RominaMenos mal que lo repiten en comedy central13 de jun. a la 01:50Liz MendozaAdiós Netflix, primero Grey's anatomy y ahora Betty???? Qué más quieres de mi? Mi almaaaaa???? 😵11 · 11 de jun.E Maria Molinero GTan fea está novela5 · 12 de jun.Maria Victoria ChoqueMe gusta dicha novela porque el trato de los ricos a una secretaria que tiene un nivel superior en cuestion de administrar . LE INFERIORIZAN POR SU IMAGEN.en relidad hay muchos que tratan asi.Digo que continue en netflix.1 · 12 de jun. a las 13:42Andreíta Coronado'M2 años viéndola 🥹 … es un anti estrés ver esa telenovela12 de jun. a las 23:27YC PeluzkiEs lo malo de Netflix q tiene mucho contenido y loq. No les gusta lo sacan. ..cuando uno ya está enganchado..es absurdo esto15 de jun. a las 04:05Cortez RonaldSi Netflix lo quita, se va a la bancarrota en Perú. El que menos se pegó bien feo con esa novela xd5 · 12 de jun.Lucy RamirezperezQue horrible novela ya era hora no se que d bueno lo ven13 de jun. a las 18:53Diego LevanoYa era hora xd12 de jun. a las 19:582 respuestas Ver más comentarios…",https://mobile.facebook.com/prensachalaca/posts/1955380481319499?comment_id=761425914865629&__cft__[0]=AZVVOmepQhO9MS-jP9H5xD1B4tovDpsSvqlxfcsnum7n5Y_HV1VS56AGXFsZ2FdS3UAxijPk3Eo7UFhsUaEn1lY0dU3yn1ak_sHLIScwT809MMeEa2-c_TP0LVonk7bvWJu4Sk_uD81P95-GCU6WkHofX8GhuN4VsSB9wC2VqIzSGDHlQBinLjHuMznFnhVa8cg&__tn__=R]-R
🔴 #Comparte 🙏🏼,11 de junio a las 23:00," ABUELITO ES ENCONTRADO EN EL CERCADO CALLAO Vecinos del Cercado Callao, encontraron a un abuelito a la altura del Jr. Lazareto cuadra 11, y quien responde al nombre de José González, asimismo, nos informan que el adulto mayor fue trasladado a la comisaria de Santa Marina. Cualquier información sobre sus familiares por favor ponerse en contacto. 📲 Suscríbete a nuestra comunidad informativa gratis ‼️ Prensa Chalaca ➡️ https://bit.ly/31cZloB y ten acceso 👀 a contenido exclusivo y grandes beneficios. #Callao #Bellavista #LaPerla #LaPunta #CarmenDeLaLegua #Ventanilla #MiPerú"," · PúblicoMaricruz ChlYa esta con su familia gracias, 🤗25 · 12 de jun.6 respuestasRosa VasquezQUÉ BUENO YA ESTÁ CON SU FAMILIA..SE LE NOTA QUE ESTA BIEN CUIDADO...DIOS LO BENDIGA.14 de jun. a las 13:45Lucy Bendezu RuizPobechito gracias a dios que lo encontraron a cuidar a nuestros abuelitos y padres como quisiera tener a mi abuelo y padre ... Cuiden y valoren y protejan a sus abuelos y padres4 · 12 de jun.Martha MariluzEs mi vecinito, siempre se escapa por lo mismo que vive sólito... Gracias a dios que lo encontraron 😪 Patricia Castro mira el santos2 · 12 de jun. a las 06:204 respuestasMarilú R Romero PalominoDios mío qué yeguen rápido su familia y tener más cuidado con el yayito bendiciones 🙏❤️12 de jun. a las 14:05Pedro Palomino Quispese me ase conosido12 de jun.",https://mobile.facebook.com/prensachalaca/posts/1955381804652700?comment_id=692053175474311&__cft__[0]=AZUQSOLFA7CWLtCpYpbU0smH5t5fFOgmbseFwe3R-Nz7AAc3dSb8U5lCu3JY3hiFL9tjzw30AJPesh4WyU3Dhq5IChMd5ZGZkEjtzeu8_0RI48Ouw3u22dQtukcicnURpnOdBIGSELxBmdnKrQgrm0jBJWvXCcpJx2wZGZ2AZRLfxppTL1e3tP7soaNgdxwcxh8&__tn__=R]-R
,11 de junio a las 22:30,"🔴 CHOQUE MULTIPLE EN LA VARIANTE DE PASAMAYO EN LA PANAMERICANA NORTE‼️ Un choque múltiple se registró esta mañana a la altura del kilómetro 77 de la Panamericana Norte, zona conocida como la variante de Pasamayo, en Huaral. Hasta el lugar llegaron diversas unidades de bomberos, agentes policiales y serenos de la municipalidad de Aucallama, para atender el accidente donde cerca de 15 vehículos chocaron en cadena, lo que originó una fuerte congestión vehicular en la zona. Asimismo, informaron que las personas heridas sufrieron lesiones leves, y que el incidente pudo haber ocurrido debido a la intensa neblina de la zona, donde uno de los conductores impactó contra la parte trasera de un bus y provocó el choque en cadena de los vehículos, entre buses interprovinciales, autos, camiones y motocicleta, que circulaban por la variante de Pasamayo. 📲 Suscríbete a nuestra comunidad informativa gratis ‼️  ➡️ https://bit.ly/31cZloB y ten acceso 👀 a contenido exclusivo y grandes beneficios. #Callao #Bellavista #LaPerla #LaPunta #CarmenDeLaLegua #Ventanilla #MiPerúReproducir video"," · PúblicoKelly ArandaQué pena, yo he manejado por ahí y me he topado con mucha neblina, no veía nada como a las 5 AM y encima lluvia solo se ve blanco DIOS fue mi luz, me  guiaba de apenas una tenue luz del carro de adelante y DIOS que alumbró nuestro camino y permitió que estuviéramos bien 🙏 esa zona es muy peligrosa por la neblina5 · 11 de jun.Walter Pastor FloresPero me imagino que esos autos chocados siempre pasan, solo que la ignorancia de ir a tanta velocidad sabiendo que hay neblina ya es responsabilidad de cada uno.13 de jun. a las 03:55Joul VillachicaPucha q tristeza antes de ingresar dice prender intermitente x  neblina y reducir velocidad lo q pasa es ay mu hos autos y camionetas q no respetan nada2 · 12 de jun.Richard RampSI CONOZCO EL LUGAR LA NEBLINA ES TAN FUERTE QUE NO SE VE NADA SOLO LAS LINEAS TRAZADAS EN LA PISTA , UNO VE UNA LUZ INTERMITENTE  LEJOS PERO NO ES ASI ESTA BIEN CERCA EL REFLEJO HACE QUE SE VEA LEJOS, YO ME IMAGINO COMO SE HA PRODUCIDO ESTE MULTIPLE CHOQUE , LA VERDAD QUE POR AHI HAY QUE IR DESPACIO Y TENER BUENOS FAROS NEBLINEROS  CON LUZ AMARILLA  SE PUEDE VER ALGO , AUNQUE PAREZCA MENTIRA POR EL SERPENTIN DE PASAMAYO ES MAS SEGURO3 · 12 de jun.Denny ERSeñor Jesús, proteje a todos los choferes,, acompañalos en el viaje y alumbrales  ,el camino ,,por favor,.  Gracias Gracias Gracias2 · 12 de jun.Dayanna MabelEs horrible en esta temporada viaje ase días en auto y fue horrible no se va nadaaa 😭😭12 de jun.Danny PintoLos avisos estan mucho antes de entrar a la variante, pero lamentablemente esa es la educación vial en el Perú, esperan a que sucedan este tipo de accidentes para recien tomar conciencia.1 · 12 de jun.Jorge Alva Zurcamuy lamentable , a tomar conciencia cuando conducimos por esa zona , en todo momento y todo lugar ...12 de jun. a las 18:58Elsa Morán PerezPor experiencia regreso de Huaral o Chancay a las 3 pm. Después hay una densa neblina que no deja ver a más de un metro, es horrible13 de jun. a las 02:13Gonzalo GonzalitoMantengamos siempre la distancia de carro a carro.  SEGURIDAD ES EVITAR RIESGOS.2 · 12 de jun. Ver más comentarios…",https://mobile.facebook.com/prensachalaca/posts/1955356667988547?comment_id=589649632425946&__cft__[0]=AZWTgCSBNGrccWaV2uynx5r02zuBXJpo29tNBpADQsbLwBypTUkjict2onBBHr-EtBkHS8VBr3MQjQbu_MMWDamDRH2jiex-0pPiNtzB6dmcrRKTztKV_twzLcqLo2RDdetARlGTcLbJnNM95vd4OZqesKpyvwseShoEmgSqBe4kYXU2utN7GylfuLWCeAid2_4&__tn__=R]-R
🔴 #Espectáculos,11 de junio a las 22:00," ESTADO DE SALUD DE ANDREA SAN MARTÍN ES CRÍTICO TRAS PERDER A SU BEBÉ La pareja sentimental de Andrea San Martín, Sebastián Lizarzaburu, realizó un comunicado para informar a la opinión pública que perdió al bebé que estaban esperando, en esa misma línea, mencionó que se encuentra delicada de salud luego de realizarle una histerectomía y donde mencionaron que no podrá tener más bebés. ""Me operaron por un embarazo ectópico en cicatriz anterior de cesárea, por lo que se realizó una intervención llamada histerectomía (retiro de útero) donde perdí tanta sangre que tuvieron que transfundir 2 paquetes de globulares (sangre) y aún me mantengo en un estado de salud crítico y en una recuperación bajo observación"", explicó en el extenso mensaje. 📲 Suscríbete a nuestra comunidad informativa gratis ‼️ Prensa Chalaca ➡️ https://bit.ly/31cZloB y ten acceso 👀 a contenido exclusivo y grandes beneficios. #Callao #Bellavista #LaPerla #LaPunta #CarmenDeLaLegua #Ventanilla #MiPerú"," · PúblicoAmada LibertadUna mujer joven que le han realizado una histerectomia como consecuencia de un embarazo ectopico, es duro, no se lo deseo a nadie, no solo perdio al bb, no solo no tendra más hijos, sino que tendrá una menopausia precoz, cualquier comentario debería ser más asertivo.73 · 11 de jun.5 respuestasJosselyn LeónQue pena leer tantos comentarios sobre todo de mujeres dándoselas de virgenes, maestras, psicologas, dueñas de la verdad puras e inmaculadas, acaso uds la mantienen o viven con ella como para darselas de opinologas????  Se pasannnnn!!!!! Vienen de una mujer son mujeres y procrearan mujeres dejen de juzgar!!!!!!202 · 11 de jun.13 respuestasAngelo Avz Motoracing ValdiviaAgarren el celular y averigüen que es un embarazo ectopico . Veo tantos comentarios desatinados  Para una mujer que paso por esa etapa  es muy duro y peligroso y tiene que llevar ayuda psicológica.  No es simplemente criticar. Son mujeres  Nadie desea el mal a nadie  Y menos con la salud  Y el bebe que se lleva adentro  Es una vida . Soy padre y casi pierdo a mi esposa  Pero perdí a mi bebe  Y es desastroso Tal vez comparte su testimonio para que  muchas mujeres lleven un embarazo más seguro. Dios nos Bendiga y de fuerzas adelante  Tanta maldad . Son dos cosas diferentes.  Nadie es perfecto  Y Nadie puede decidir por por la ley de la naturalezaEditado · 203 · 11 de jun.5 respuestasRocio YsabelBuenooo x algoooo pasan las cosas...y bueno es una pena que halla perdido a su bb...pero también es sano para sus hijas ya que otro bb y con el genio de loca que tiene, ya no va estar con uno y otro buscando la mantengan con el pretexto de que x mis hijas o mis hijos...15 · 12 de jun. a las 12:234 respuestasLuz Marlene Rosales PizangoJajajaj dice que su estado es critico pero ella misma manda su mensaje a la nación diciendo que está mal ...pura finta ..solo Kiere show..para que cuando salga de la clínica se presente cuánto programa le llamen para lucrar con su dolor y a lloriquear ante las camaras ...ya nada es verdad de su vida de la sraaaa... Está tan mal que para cnn el celular ...x favor ...21 · 12 de jun. a las 04:523 respuestasAlexis Arias¿LA Q GRITÓ A SU MENOR HIJA? ¿Y QUERIA MAS NIÑOS?16 · 11 de jun.19 respuestasRosario Culcas CulcasMuy triste y lamentable lo que está viviendo Andrea , ninguna mujer está libre de esto . reflexionemos y pongamos nuestro cerebro en funcionamiento antes de poner la mano en movimiento.Que la luz de Cristo brille siempre en su caminar.🙏🙏4 · 12 de jun. a las 05:02Kelly Domenika CaballeroMejor que no tenga más hijos, es una mujer muy problemática34 · 11 de jun.2 respuestasSofia GLNo estuve de acuerdo con su actuar, pero lo que le pasó no se le desea a nadie, tiene 2 hijas que necesitan que su mamá esté fuerte, al final el tener o no tener hijos es su decisión (ahora ya no podrá por la histerectomia) porque acá nadie le dio 1 sol para las cosas de sus hijas ¿o me equivoco? Ahora su comportamiento es muy diferente.Editado · 11 · 12 de jun.Ingrid AntuanethElla no es una buena mujer usaba a su hija para hacer daño al papá, Porque sabía cual era el punto débil, Mejor con la mala entraña que tiene, De ley es castigo por mala10 · 12 de jun.4 respuestas Ver más comentarios…",https://mobile.facebook.com/prensachalaca/posts/1955327391324808?comment_id=736658504132079&__cft__[0]=AZUvBfk5O64R_mGQGOpKkGzXq7SDpLuOIB-5d4bFOTxwca0-5ltRA3PmC2oT3HfxhnQYRCbi1ftmzRNz2GXfPUlFEAm71DobglFxRo1L4q-dX6AyNhwEGQmhDtQZRltLjVWZ689fxp8KDv0PbXC30clJNKacJthNQp9hu1Lo9lXUgBppNK0nrdiSpBvNa4Qe4ms&__tn__=R]-R
